Process,Species,Covariate,Mean,SD,5%,50%,95%,Rhat,ESS,Migratory,Sig
Detection,Yellow-throatedVireo,Intercept,-1.5045,0.5467,-2.4156,-1.4822,-0.6162,1.0445,913,NE,YES
Detection,Yellow-throatedWarbler,Intercept,-1.4382,0.7429,-2.6585,-1.397,-0.2515,1.0015,1007,NE,YES
Detection,AcadianFlycatcher,dayyear,-0.2958,0.1251,-0.5026,-0.2935,-0.0916,1.0185,1200,NE,YES
Detection,AlderFlycatcher,dayyear,0.0324,0.2635,-0.4035,0.0327,0.449,1.003,1200,NE,NO
Detection,AmericanCrow,dayyear,0.0215,0.1288,-0.1936,0.0215,0.2255,1.0012,1200,R,NO
Detection,AmericanGoldfinch,dayyear,0.3302,0.0934,0.1759,0.3294,0.4844,1.0044,1200,M,YES
Detection,AmericanKestrel,dayyear,-0.0296,0.2568,-0.4747,-0.0345,0.4032,1.0059,1200,R,NO
Detection,AmericanRedstart,dayyear,-0.088,0.2109,-0.4501,-0.0831,0.2437,1.0027,1200,NE,NO
Detection,AmericanRobin,dayyear,0.3066,0.1061,0.1353,0.3062,0.4825,1.0055,1505,M,YES
Detection,AmericanWoodcock,dayyear,-0.0703,0.2431,-0.4613,-0.0717,0.3174,0.9992,1200,M,NO
Detection,BarredOwl,dayyear,0.109,0.2279,-0.2469,0.1067,0.4963,1.0103,1200,R,NO
Detection,BaldEagle,dayyear,0.0487,0.2405,-0.3488,0.0581,0.4516,1.0123,1200,R,NO
Detection,BankSwallow,dayyear,0.0456,0.244,-0.3613,0.0418,0.4508,1.0164,1200,NE,NO
Detection,BaltimoreOriole,dayyear,-0.49,0.1435,-0.7323,-0.484,-0.2629,1.0014,1200,NE,YES
Detection,BarnSwallow,dayyear,-0.1136,0.2017,-0.454,-0.1123,0.2176,1.0023,1200,NE,NO
Detection,Black-cappedChickadee,dayyear,0.3005,0.0949,0.148,0.2998,0.4594,1.0003,1037,R,YES
Detection,BeltedKingfisher,dayyear,0.2759,0.1857,-0.0176,0.2673,0.588,1.0011,1200,R,NO
Detection,Blue-grayGnatcatcher,dayyear,-0.0459,0.105,-0.2227,-0.0473,0.1237,1.012,1200,M,NO
Detection,Brown-headedCowbird,dayyear,0.1213,0.0939,-0.0354,0.122,0.279,1.0128,953,M,NO
Detection,Blue-headedVireo,dayyear,-0.0337,0.2452,-0.4461,-0.0238,0.3822,1.0085,1060,NE,NO
Detection,BlueJay,dayyear,-0.0463,0.0936,-0.1982,-0.0446,0.0988,1.0077,1200,M,NO
Detection,Bobolink,dayyear,0.0377,0.251,-0.3544,0.0318,0.4525,1.0023,1200,NE,NO
Detection,BrownCreeper,dayyear,0.3346,0.2001,0.0027,0.3299,0.6567,1.0013,1352,M,YES
Detection,BrownThrasher,dayyear,-0.0964,0.2283,-0.4615,-0.0997,0.2821,1.005,1200,M,NO
Detection,Black-throatedGreenWarbler,dayyear,0.0441,0.2526,-0.3592,0.0404,0.4259,1.0036,1200,NE,NO
Detection,Broad-wingedHawk,dayyear,-0.0899,0.2512,-0.4931,-0.0877,0.332,1.0125,1200,NE,NO
Detection,Blue-wingedWarbler,dayyear,-0.0047,0.2095,-0.3544,0.0026,0.3438,1.0039,1083,NE,NO
Detection,CanadaGoose,dayyear,-0.2263,0.206,-0.5692,-0.2177,0.1001,1.0023,1200,R,NO
Detection,CarolinaWren,dayyear,0.1006,0.1259,-0.0994,0.0987,0.3188,1.0011,1417,R,NO
Detection,CedarWaxwing,dayyear,0.0171,0.131,-0.2082,0.0192,0.2266,1.0126,1200,M,NO
Detection,CeruleanWarbler,dayyear,0.0586,0.253,-0.3542,0.0551,0.4899,1.0051,1074,NE,NO
Detection,ChippingSparrow,dayyear,0.0235,0.1516,-0.2298,0.0232,0.2651,0.9991,1200,M,NO
Detection,ChimneySwift,dayyear,-0.043,0.1139,-0.2298,-0.0379,0.1351,0.9994,1200,NE,NO
Detection,CliffSwallow,dayyear,-0.0271,0.256,-0.4484,-0.0187,0.38,1.0001,1200,NE,NO
Detection,CommonGrackle,dayyear,0.2997,0.1316,0.0883,0.2965,0.5134,1.0028,1200,M,YES
Detection,Cooper'sHawk,dayyear,-0.0408,0.2058,-0.375,-0.0415,0.3012,1.0006,1200,M,NO
Detection,CommonYellowthroat,dayyear,0.1115,0.1472,-0.1327,0.1115,0.3596,1.0029,1078,NE,NO
Detection,Dark-eyedJunco,dayyear,0.2254,0.1776,-0.0582,0.2224,0.5245,0.9999,1500,R,NO
Detection,DownyWoodpecker,dayyear,0.4678,0.0982,0.3088,0.4662,0.6336,0.9997,1200,R,YES
Detection,EasternBluebird,dayyear,0.3273,0.1614,0.0652,0.322,0.5925,1.0002,1200,M,YES
Detection,EasternKingbird,dayyear,0.1083,0.2199,-0.255,0.1081,0.4595,1.0127,1200,NE,NO
Detection,EasternMeadowlark,dayyear,0.1119,0.2412,-0.3058,0.1163,0.4872,1.0027,1200,M,NO
Detection,EasternPhoebe,dayyear,-0.1341,0.1644,-0.4033,-0.1321,0.1337,1.0012,1200,M,NO
Detection,EasternTowhee,dayyear,0.1168,0.1536,-0.1393,0.1147,0.3741,1.0085,1200,M,NO
Detection,EasternWood-Pewee,dayyear,-0.0171,0.1023,-0.1848,-0.0191,0.145,1.0024,1200,NE,NO
Detection,EuropeanStarling,dayyear,-0.2826,0.1779,-0.5836,-0.2814,0.0021,1.0162,1200,R,NO
Detection,FieldSparrow,dayyear,-0.0618,0.2138,-0.4095,-0.0595,0.2965,0.9999,1461,M,NO
Detection,GreatBlueHeron,dayyear,0.2,0.1972,-0.1306,0.1979,0.5249,0.9996,1200,M,NO
Detection,GreatCrestedFlycatcher,dayyear,-0.0314,0.1063,-0.2085,-0.0281,0.1409,1.0004,1200,NE,NO
Detection,GreatHornedOwl,dayyear,0.1343,0.2605,-0.2803,0.1272,0.5666,1.0252,1200,R,NO
Detection,GrayCatbird,dayyear,0.1727,0.1151,-0.0086,0.1704,0.3619,1.0031,1200,M,NO
Detection,GreenHeron,dayyear,-0.0317,0.2459,-0.4477,-0.025,0.373,1.0119,1200,M,NO
Detection,HairyWoodpecker,dayyear,0.2199,0.1323,0.0017,0.2185,0.4355,1.0009,1200,R,YES
Detection,HerringGull,dayyear,-0.0065,0.2626,-0.4503,-0.0044,0.4166,1.0027,1775,R,NO
Detection,HermitThrush,dayyear,-0.0437,0.2489,-0.4665,-0.0341,0.3595,1,1200,NE,NO
Detection,HouseFinch,dayyear,0.0188,0.1606,-0.2439,0.0211,0.2856,1.0076,1200,R,NO
Detection,HouseSparrow,dayyear,-0.0853,0.1622,-0.3432,-0.0857,0.1695,1.0053,1200,R,NO
Detection,HoodedWarbler,dayyear,0.0971,0.1447,-0.1362,0.0935,0.3333,1.0219,1200,NE,NO
Detection,HouseWren,dayyear,-0.0127,0.1184,-0.2137,-0.0134,0.1777,1.006,1104,M,NO
Detection,IndigoBunting,dayyear,-0.2519,0.1206,-0.4546,-0.2516,-0.0638,1.0098,1200,NE,YES
Detection,Killdeer,dayyear,0.0667,0.2089,-0.2917,0.0695,0.4123,1.0025,1200,M,NO
Detection,LouisianaWaterthrush,dayyear,0.0952,0.1978,-0.2298,0.0896,0.4175,1.0106,1200,NE,NO
Detection,Mallard,dayyear,0.1167,0.2183,-0.242,0.1177,0.4777,1.0103,1113,M,NO
Detection,MourningDove,dayyear,0.1125,0.1583,-0.1473,0.1148,0.3723,1.0034,1200,M,NO
Detection,NorthernCardinal,dayyear,0.213,0.0991,0.0556,0.2142,0.3709,0.9997,1200,R,YES
Detection,NorthernFlicker,dayyear,0.2696,0.1363,0.046,0.267,0.4927,1.0005,1200,M,YES
Detection,NorthernParula,dayyear,0.038,0.2421,-0.3429,0.0479,0.426,1.0033,1017,M,NO
Detection,NorthernRough-wingedSwallow,dayyear,0.2027,0.2055,-0.1246,0.1986,0.545,1.0119,1200,M,NO
Detection,OrchardOriole,dayyear,-0.2155,0.1938,-0.5502,-0.208,0.0937,1.0112,1200,NE,NO
Detection,Ovenbird,dayyear,0.0784,0.2076,-0.2694,0.0811,0.4267,0.9999,1200,NE,NO
Detection,PileatedWoodpecker,dayyear,0.0704,0.1342,-0.1588,0.0735,0.2867,1.0021,1200,R,NO
Detection,PurpleFinch,dayyear,0.0571,0.2425,-0.3174,0.0462,0.4651,1.004,1200,M,NO
Detection,PurpleMartin,dayyear,0.0411,0.2496,-0.3673,0.0347,0.4428,1.0129,1200,NE,NO
Detection,Rose-breastedGrosbeak,dayyear,-0.0081,0.1425,-0.2435,-0.0109,0.2328,1.0164,1215,NE,NO
Detection,Ring-billedGull,dayyear,-0.0542,0.2161,-0.4036,-0.0483,0.2985,1.0137,1200,R,NO
Detection,Red-breastedNuthatch,dayyear,0.0626,0.2537,-0.3517,0.0673,0.4757,1.0155,1200,M,NO
Detection,Red-belliedWoodpecker,dayyear,-0.126,0.0892,-0.2729,-0.1227,0.023,1.0142,1200,R,NO
Detection,Red-eyedVireo,dayyear,-0.1494,0.0987,-0.3087,-0.1491,0.0106,0.9992,1200,NE,NO
Detection,Red-headedWoodpecker,dayyear,0.2337,0.2176,-0.1084,0.2334,0.5775,1.0043,1200,R,NO
Detection,RockPigeon,dayyear,-0.0699,0.2348,-0.4499,-0.0672,0.3134,1.0054,1200,R,NO
Detection,Red-shoulderedHawk,dayyear,0.2575,0.1906,-0.0435,0.2505,0.5773,1.0039,1200,R,NO
Detection,Red-tailedHawk,dayyear,0.1401,0.1974,-0.1644,0.1379,0.466,1.0018,1086,R,NO
Detection,Ruby-throatedHummingbird,dayyear,0.2643,0.1547,0.0092,0.259,0.5114,1.001,1145,NE,YES
Detection,Red-wingedBlackbird,dayyear,-0.0494,0.1353,-0.2658,-0.0468,0.1729,1.0064,1200,M,NO
Detection,SavannahSparrow,dayyear,-0.042,0.2586,-0.4612,-0.0394,0.3888,1.0039,1200,M,NO
Detection,ScarletTanager,dayyear,0.2889,0.113,0.1061,0.2858,0.4741,1.0082,1200,NE,YES
Detection,SongSparrow,dayyear,0.1084,0.1225,-0.0984,0.1118,0.3065,1.0084,1641,R,NO
Detection,SwampSparrow,dayyear,0.0891,0.2367,-0.2922,0.0859,0.4868,1.0007,1200,M,NO
Detection,TreeSwallow,dayyear,-0.1868,0.2089,-0.5358,-0.1902,0.1546,1.0024,1200,M,NO
Detection,TuftedTitmouse,dayyear,-0.0833,0.0931,-0.2433,-0.0825,0.064,1.0031,1200,R,NO
Detection,TurkeyVulture,dayyear,-0.03,0.2041,-0.3696,-0.0193,0.2904,1.0034,1200,M,NO
Detection,Veery,dayyear,0.0176,0.1935,-0.3048,0.0212,0.322,1.0152,1200,NE,NO
Detection,VirginiaRail,dayyear,0.0481,0.268,-0.3937,0.0388,0.4893,1.0231,1200,M,NO
Detection,WarblingVireo,dayyear,0.2532,0.1672,-0.0042,0.2492,0.5278,1.0045,1200,NE,NO
Detection,White-breastedNuthatch,dayyear,0.5217,0.099,0.3658,0.5157,0.686,1.0039,1200,R,YES
Detection,White-eyedVireo,dayyear,0.0475,0.2539,-0.3548,0.0389,0.4801,1.0109,1200,NE,NO
Detection,WillowFlycatcher,dayyear,-0.1904,0.2188,-0.5514,-0.1926,0.1701,0.9992,1310,NE,NO
Detection,WildTurkey,dayyear,-0.0155,0.2215,-0.3735,-0.0134,0.3261,1.0076,1200,R,NO
Detection,WinterWren,dayyear,-0.029,0.2472,-0.4472,-0.0215,0.3672,1.0118,1200,M,NO
Detection,WoodDuck,dayyear,0.03,0.2443,-0.3838,0.0345,0.4373,1.0021,1200,M,NO
Detection,WoodThrush,dayyear,0.1295,0.1047,-0.0456,0.1329,0.2999,1.0072,1305,NE,NO
Detection,Yellow-billedCuckoo,dayyear,0.0927,0.2198,-0.2777,0.0876,0.4456,1.0366,1200,NE,NO
Detection,YellowWarbler,dayyear,-0.171,0.1459,-0.4044,-0.171,0.0694,1.0122,1200,NE,NO
Detection,Yellow-throatedVireo,dayyear,0.1081,0.1888,-0.2103,0.105,0.4085,1.0179,1200,NE,NO
Detection,Yellow-throatedWarbler,dayyear,0.0393,0.224,-0.3269,0.0429,0.3991,1.0083,1200,NE,NO
Detection,AcadianFlycatcher,seasons,0.1281,0.1208,-0.072,0.1325,0.3217,1.005,1099,NE,NO
Detection,AlderFlycatcher,seasons,0.1501,0.1972,-0.1793,0.1483,0.4671,1.004,1200,NE,NO
Detection,AmericanCrow,seasons,0.273,0.129,0.0597,0.2762,0.477,1.0129,1199,R,YES
Detection,AmericanGoldfinch,seasons,0.0925,0.0958,-0.0647,0.0914,0.2493,1.0026,1200,M,NO
Detection,AmericanKestrel,seasons,0.1225,0.1883,-0.1914,0.1214,0.4377,1.0155,1200,R,NO
Detection,AmericanRedstart,seasons,0.2721,0.1894,-0.0222,0.2676,0.5942,1.01,1200,NE,NO
Detection,AmericanRobin,seasons,0.1771,0.1015,0.0139,0.1739,0.3423,1.0081,1200,M,YES
Detection,AmericanWoodcock,seasons,0.1508,0.1862,-0.165,0.1582,0.4342,1.0145,1200,M,NO
Detection,BarredOwl,seasons,0.1878,0.1915,-0.1095,0.1881,0.5077,1.0016,1200,R,NO
Detection,BaldEagle,seasons,0.1902,0.179,-0.1064,0.1872,0.4885,1.0057,1200,R,NO
Detection,BankSwallow,seasons,0.1423,0.1926,-0.1741,0.1473,0.475,1.002,1200,NE,NO
Detection,BaltimoreOriole,seasons,0.0733,0.1264,-0.1371,0.077,0.2804,1.0128,1347,NE,NO
Detection,BarnSwallow,seasons,0.0489,0.1728,-0.2379,0.0514,0.329,1.0031,1145,NE,NO
Detection,Black-cappedChickadee,seasons,0.0183,0.0941,-0.1356,0.0155,0.1725,1.0144,1200,R,NO
Detection,BeltedKingfisher,seasons,0.15,0.1567,-0.108,0.1507,0.4085,1.023,1200,R,NO
Detection,Blue-grayGnatcatcher,seasons,-0.0284,0.1113,-0.2084,-0.0269,0.1533,1.0044,1200,M,NO
Detection,Brown-headedCowbird,seasons,0.3411,0.1002,0.1787,0.3408,0.5079,1.0069,1200,M,YES
Detection,Blue-headedVireo,seasons,0.1451,0.1973,-0.1694,0.1421,0.4799,1.0005,1323,NE,NO
Detection,BlueJay,seasons,0.0535,0.0942,-0.1045,0.0552,0.2047,1.0025,1083,M,NO
Detection,Bobolink,seasons,0.1477,0.1955,-0.1706,0.1496,0.4731,1.0085,1200,NE,NO
Detection,BrownCreeper,seasons,0.1664,0.1697,-0.1098,0.1596,0.4407,1.0047,1411,M,NO
Detection,BrownThrasher,seasons,0.1254,0.1936,-0.2047,0.1328,0.4198,1.0067,1062,M,NO
Detection,Black-throatedGreenWarbler,seasons,0.1481,0.1922,-0.1659,0.1483,0.469,1.0216,1200,NE,NO
Detection,Broad-wingedHawk,seasons,0.1476,0.1906,-0.167,0.1553,0.4503,1.0078,1200,NE,NO
Detection,Blue-wingedWarbler,seasons,0.1565,0.1905,-0.1609,0.1618,0.4599,1.0003,1200,NE,NO
Detection,CanadaGoose,seasons,0.0466,0.1693,-0.2314,0.0489,0.3225,1.0183,1193,R,NO
Detection,CarolinaWren,seasons,0.4196,0.138,0.1998,0.4197,0.6449,1.0024,1200,R,YES
Detection,CedarWaxwing,seasons,0.1942,0.1259,-0.0166,0.193,0.3946,1.0041,1200,M,NO
Detection,CeruleanWarbler,seasons,0.1494,0.1944,-0.169,0.1506,0.4663,1.0063,1200,NE,NO
Detection,ChippingSparrow,seasons,0.2073,0.1431,-0.0284,0.2031,0.4323,1.0011,1200,M,NO
Detection,ChimneySwift,seasons,0.079,0.1133,-0.1016,0.0793,0.2663,1.0012,1738,NE,NO
Detection,CliffSwallow,seasons,0.1664,0.1879,-0.1465,0.1676,0.4821,1.0095,1200,NE,NO
Detection,CommonGrackle,seasons,0.3611,0.1302,0.1482,0.3585,0.5686,1.0091,1200,M,YES
Detection,Cooper'sHawk,seasons,0.2034,0.1795,-0.0834,0.2035,0.5006,1.0012,1200,M,NO
Detection,CommonYellowthroat,seasons,0.1,0.1437,-0.1376,0.097,0.336,1.0046,1200,NE,NO
Detection,Dark-eyedJunco,seasons,0.0029,0.1765,-0.302,0.0055,0.2856,0.9996,1200,R,NO
Detection,DownyWoodpecker,seasons,0.3108,0.0976,0.1552,0.3086,0.4695,1.0067,1200,R,YES
Detection,EasternBluebird,seasons,0.1041,0.1556,-0.1603,0.1017,0.3569,1.0006,1200,M,NO
Detection,EasternKingbird,seasons,0.0472,0.1787,-0.2471,0.0476,0.3333,1.0054,959,NE,NO
Detection,EasternMeadowlark,seasons,0.1002,0.1972,-0.2192,0.1003,0.4272,0.9996,1094,M,NO
Detection,EasternPhoebe,seasons,-0.0727,0.1863,-0.3909,-0.0705,0.2169,1.0063,1101,M,NO
Detection,EasternTowhee,seasons,0.1467,0.152,-0.097,0.1475,0.3866,0.9997,1200,M,NO
Detection,EasternWood-Pewee,seasons,0.365,0.1061,0.1966,0.3633,0.5454,1.0054,1335,NE,YES
Detection,EuropeanStarling,seasons,0.0561,0.1586,-0.2174,0.0595,0.3118,1.0012,1200,R,NO
Detection,FieldSparrow,seasons,0.1494,0.1862,-0.1645,0.1527,0.448,1.0032,1200,M,NO
Detection,GreatBlueHeron,seasons,0.0663,0.1753,-0.2354,0.072,0.3462,0.9993,1176,M,NO
Detection,GreatCrestedFlycatcher,seasons,0.0785,0.105,-0.0997,0.0813,0.2476,1.0036,1200,NE,NO
Detection,GreatHornedOwl,seasons,0.1613,0.193,-0.1551,0.1639,0.4825,1.0035,1200,R,NO
Detection,GrayCatbird,seasons,0.1256,0.1162,-0.0663,0.1254,0.3169,1.0082,1200,M,NO
Detection,GreenHeron,seasons,0.141,0.2024,-0.1935,0.1462,0.4646,1.0013,1200,M,NO
Detection,HairyWoodpecker,seasons,0.0527,0.1239,-0.1492,0.0548,0.2584,1.0012,1091,R,NO
Detection,HerringGull,seasons,0.1165,0.1964,-0.214,0.1188,0.4325,1.0048,1200,R,NO
Detection,HermitThrush,seasons,0.1016,0.1995,-0.2384,0.1071,0.4278,1.0031,1200,NE,NO
Detection,HouseFinch,seasons,0.173,0.1413,-0.058,0.1743,0.4023,1.0059,1200,R,NO
Detection,HouseSparrow,seasons,0.0633,0.1499,-0.1898,0.0638,0.3082,1.0024,1200,R,NO
Detection,HoodedWarbler,seasons,0.0566,0.1447,-0.1921,0.0596,0.2847,1.0044,1444,NE,NO
Detection,HouseWren,seasons,-0.0752,0.1328,-0.2942,-0.0741,0.1472,1,1200,M,NO
Detection,IndigoBunting,seasons,0.2149,0.1255,0.0088,0.2133,0.4202,1.003,1200,NE,YES
Detection,Killdeer,seasons,0.0501,0.1795,-0.24,0.0529,0.3354,1.0094,1079,M,NO
Detection,LouisianaWaterthrush,seasons,0.1002,0.1794,-0.1968,0.1002,0.3931,1.0026,1200,NE,NO
Detection,Mallard,seasons,0.1639,0.1829,-0.1277,0.1604,0.4746,1.0003,1200,M,NO
Detection,MourningDove,seasons,0.1337,0.1515,-0.1128,0.1304,0.3796,1.0056,1815,M,NO
Detection,NorthernCardinal,seasons,0.2523,0.1035,0.084,0.2536,0.4266,1.006,1200,R,YES
Detection,NorthernFlicker,seasons,0.1999,0.1287,-0.0058,0.1943,0.4186,1.0037,1200,M,NO
Detection,NorthernParula,seasons,0.1416,0.1882,-0.1797,0.1374,0.4573,1.0091,1200,M,NO
Detection,NorthernRough-wingedSwallow,seasons,0.0459,0.1682,-0.2357,0.0555,0.3107,1.008,1175,M,NO
Detection,OrchardOriole,seasons,0.2666,0.1709,-0.0057,0.2677,0.5603,1.0153,1200,NE,NO
Detection,Ovenbird,seasons,0.1113,0.1858,-0.1985,0.1161,0.4052,1.0029,1506,NE,NO
Detection,PileatedWoodpecker,seasons,0.1668,0.1261,-0.0428,0.1683,0.369,0.9999,1200,R,NO
Detection,PurpleFinch,seasons,0.1465,0.1922,-0.1574,0.1449,0.4642,0.9996,1200,M,NO
Detection,PurpleMartin,seasons,0.147,0.1931,-0.1618,0.1401,0.4621,1.0012,1200,NE,NO
Detection,Rose-breastedGrosbeak,seasons,0.1715,0.1352,-0.0431,0.1706,0.3909,1.0156,1200,NE,NO
Detection,Ring-billedGull,seasons,0.1089,0.166,-0.1742,0.1179,0.3715,1.0053,1200,R,NO
Detection,Red-breastedNuthatch,seasons,0.1497,0.1938,-0.1642,0.1476,0.4772,1.0009,1200,M,NO
Detection,Red-belliedWoodpecker,seasons,0.3105,0.0922,0.163,0.3061,0.4657,1.0014,1200,R,YES
Detection,Red-eyedVireo,seasons,0.1052,0.0989,-0.052,0.1037,0.2636,1.0068,1200,NE,NO
Detection,Red-headedWoodpecker,seasons,0.2228,0.1876,-0.0797,0.2182,0.5353,1.0046,1200,R,NO
Detection,RockPigeon,seasons,0.1281,0.1943,-0.1959,0.1322,0.4371,1.0157,1200,R,NO
Detection,Red-shoulderedHawk,seasons,0.0115,0.1723,-0.2837,0.0218,0.2803,1.0008,1200,R,NO
Detection,Red-tailedHawk,seasons,0.2651,0.1734,-0.0261,0.2639,0.5466,1.0041,1200,R,NO
Detection,Ruby-throatedHummingbird,seasons,0.3639,0.1397,0.1402,0.3575,0.5969,1.0134,1051,NE,YES
Detection,Red-wingedBlackbird,seasons,0.2309,0.1364,0.0245,0.2266,0.4534,1.0001,1200,M,YES
Detection,SavannahSparrow,seasons,0.1095,0.1968,-0.2039,0.11,0.4219,1.0072,1236,M,NO
Detection,ScarletTanager,seasons,0.001,0.1134,-0.1878,0.0009,0.188,0.9994,1348,NE,NO
Detection,SongSparrow,seasons,0.1895,0.1177,-0.0038,0.19,0.3846,1.0083,1200,R,NO
Detection,SwampSparrow,seasons,0.1686,0.1848,-0.1383,0.1677,0.4647,1.0014,1200,M,NO
Detection,TreeSwallow,seasons,0.1486,0.1837,-0.1435,0.1484,0.4479,1.0005,1200,M,NO
Detection,TuftedTitmouse,seasons,0.3881,0.0949,0.2331,0.39,0.5402,1.0284,1200,R,YES
Detection,TurkeyVulture,seasons,0.0669,0.1681,-0.2013,0.0657,0.3511,1.008,1312,M,NO
Detection,Veery,seasons,0.1903,0.1657,-0.0673,0.1852,0.4544,1.0008,1200,NE,NO
Detection,VirginiaRail,seasons,0.1416,0.1853,-0.164,0.145,0.4372,0.9994,1200,M,NO
Detection,WarblingVireo,seasons,0.2117,0.1561,-0.0449,0.2132,0.4691,1.0102,1200,NE,NO
Detection,White-breastedNuthatch,seasons,0.0846,0.0922,-0.0666,0.087,0.2368,1.0022,1200,R,NO
Detection,White-eyedVireo,seasons,0.2164,0.1886,-0.0967,0.2139,0.5308,1.0054,1200,NE,NO
Detection,WillowFlycatcher,seasons,0.0529,0.1828,-0.2534,0.0557,0.3391,1.0157,1321,NE,NO
Detection,WildTurkey,seasons,0.1124,0.1712,-0.1733,0.1134,0.3892,0.9996,1200,R,NO
Detection,WinterWren,seasons,0.1101,0.1946,-0.2064,0.1079,0.4272,1.0047,1200,M,NO
Detection,WoodDuck,seasons,0.1689,0.1944,-0.1428,0.1707,0.4852,1.0078,1200,M,NO
Detection,WoodThrush,seasons,0.1554,0.1123,-0.0232,0.1529,0.3358,1.0014,1200,NE,NO
Detection,Yellow-billedCuckoo,seasons,0.1764,0.1814,-0.1135,0.1699,0.4837,1.0023,1200,NE,NO
Detection,YellowWarbler,seasons,0.1546,0.1375,-0.0639,0.1538,0.3908,1.0047,1653,NE,NO
Detection,Yellow-throatedVireo,seasons,0.2022,0.1631,-0.0651,0.2026,0.4661,1.0021,1200,NE,NO
Detection,Yellow-throatedWarbler,seasons,0.0939,0.1794,-0.212,0.0936,0.3737,1.0055,1200,NE,NO
